beerName,description
"Heady Topper","Citrusy, herbal, hoppy flavor.  FULL of hops, in both it's aroma and flavor.  Behind the citrusy, bitter, grassy, herbal, dank hops, it has notes of pear and light tropical fruit.  Creamy, almost foamy mouthfeel.  It was a great tasting, enjoyable beer, but with all the great IPA's out there, I don't see exactly what sets this one so far above the rest."
"Heady Topper","Had this at Manhattan Pizza in Burlington from a can. "
"Heady Topper","Orange! Smells sweet and piney and fresh. Taste is sweet grapefruit and herbal, resinous, mild bitterness on the back end, very smooth. Lighter bodied and moderate carbonation"
"Heady Topper","This is a phenomenal IPA, but falls short of all of the hype it receives in my opinion.  Each time I have had it, I am expecting to be completely wow'd, however, it ends up being just a beer that I greatly enjoy drinking."
"Heady Topper","Waited in a gas station convenience store in the middle of nowhere Vermont on a Wednesday afternoon in a line that was 50 people deep to get one case of this stuff.  Let me tell you, worth the wait and it lives up to all the hype.  I've had a lot of hoppy IPAs, but this is unique and the only way I can describe it is that it is very floral.  You immediately smell the hops, like you took a big handful of the freshest hops and crushed it up in your hands and stuffed your nose in it.  The taste matches it, very floral and bright, but not too bitter in the back.  Smooth finish and makes you crave more.  Guess I'm going to have to head back up to the middle of nowhere Vermont to get some more as soon as it's gone, definitely worth it."
"Heady Topper","Appearance:  Hazy cloud of dark lemon yellow to orange with a generous two fat fingers of fluffy white head and plenty of lacing and retention is amazing dissipates like a giant tortoise makes love."
"Heady Topper","1 for look since it has to be drank from the can I wasn't allowed to look! ;)"
"Heady Topper","Drank out of the can outside ohare international airport with the love of my life on our way to Vegas baby! A little bitter/hoppy for my palate but I understand the hype. Not as juicy as I thought it would be but still enjoyable."
"Heady Topper","Taste is too strong.   Wouldn't want any more than 1"
"Heady Topper","Pours - Cloudy orange color super thick foamy white head with tons of lacing."
"Heady Topper","I had Heady several times.  I do think it is a really good beer, don't get me wrong. It is a world class beer.  It is by far the best beer that Alchemist brewery has to offer.  I just feel like there are a lot of beers in New England that gives heady a run for its money without the hassle of trying to get your hands on it."
"Heady Topper","This is an exquisite fresh beer!  I like to have just one and then switch to a different brew."
"Heady Topper","It was a few weeks ago so I won't get too specific here in terms of looks smell taste feel, but this is an amazing beer. I have been searching for it for a long time, and a friend came through for me. The can I had was probably a little older than it ideally should have been, if that had not been the case I may have to go 5 on this... hard to imagine a better beer of this style."
"Heady Topper","Honey, lemon juice, cloudy in texture with little visible carbonation.  Topped with 3 fingers of white, foamy head."
"Heady Topper","Last Friday and Saturday I visited the new brewery/tasting room/sales center in Waterbury and enjoyed HT on tap, and, subsequently, poured into a standard pint glass and then, as recommended, directly from the can. Try it for yourself, but I thought it tasted much better in a glass, where the wonderful blend of hops opened up. We were in NE for a wedding, and the extra ten hours we drove to partake and purchase were well rewarded. The wait was not bad on Friday, but there was a longer line on Saturday. Sufficient product was available both days."
"Heady Topper","Great IPA but not as good as focal banger or other new england ipas"
"Heady Topper","16 oz. can"
"Heady Topper","From last night."
"Heady Topper","Gave it a 5 for looks, simply because I wasn't going to give it less when I have no idea what it looks like since I drink it from the can as instructed."
"Heady Topper","Great beer! My heart still lies with Treehouse but this beer is incredible!"
"Heady Topper","Fantastic. My Top 5 beers of all time"
"Heady Topper","Awesome taste from the first sip to the last."
"Heady Topper",.
"Heady Topper","Finally got the chance to try Heady courtesy of a buddy who shipped me a can. Probably 2+ months old, poured into a tulip glass. Look is a golden-straw color, slightly hazy, well carbonated, with a fluffy white head that holds well and laces gently. Smell is initially fairly subdued, with grapefruit rind and citrus, dank, dank grassiness, light biscuit, sweet tropical fruit, and a little onion. As the beer warms those aromas intensify greatly and wonderfully, especially the sweet tropical fruit and dankness. Taste is honestly more mellowed than I expected. Definitely juicy and fruity and citrusy, but not really uniquely so. But so damn drinkable. Soft bitterness, grassy herbalness, and light biscuit to go along with the citrus and tropical fruitiness. Goes down so damn easy. Feel is fuller than it looks, quite silky and luscious. Really wonderful beer.  The hype would be hard for any beer to live up to, especially one that is intended to be extra-crushable. Certainly will drink it any time I can, and will continue to seek out opportunities for it, but not sure I would say it's the best IIPA I've ever had in a world where many brewers are pushing the sensory envelope. But man I wish I had easier access to it, because this is one you'd love to have on hand at all times."
"Heady Topper","Poured from a 16 of can into a tulip glass. "
"Heady Topper","L: murky hazy orange. Big head and retention."
"Heady Topper","Tasty treat from Bennington Vt."
"Heady Topper","Loved it!  Had the opportunity to share with some friends that have tried every IPA. They all said it is fantastic. Taste is great. Drinking out of the can works as well as in a glass. This one will not dissapoint."
"Heady Topper","L - Hazy orange with two fingers of white head"
"Heady Topper","Best beer I have ever had as 2015."
"Heady Topper","Rarely if ever had a beer with such aroma from a can that it permeates the entire space. That being said, that is the best part about this beer. Too sweet, alcohol is quite present, and has a lingering bitterness that some people love but I find overwhelming. Still great but not worth the hype. Focal Banger is more deserving of this."
"Heady Topper","I was pretty excited to try this beer after hearing so much about it. It was a very good beer but it was not my favorite double IPA."
